addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 의정부시 외미로 99 (호원동),,,,,,2907420,38,20221101145456,https://tong.visitkorea.or.kr/cms/resource/14/4027814_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/14/4027814_image3_1.jpg,Type3,127.046634971546,37.7246899970054,6,20260317101258,,,올리브영 회룡역점,11637,41,150,SH,SH04,SH040300
경기도 화성시 양감면 창말안길 72,,31,A05,A0502,A05020200,2865674,39,20221012101742,http://tong.visitkorea.or.kr/cms/resource/61/2865661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2865661_image3_1.jpg,Type3,126.9450405674,37.0753911276,6,20250825111148,31,,올리비아델리,18633,41,590,FD,FD02,FD020300
경기도 안양시 동안구 동안로 119 (호계동),,,,,,3305431,38,20240202162601,https://tong.visitkorea.or.kr/cms/resource/39/4021539_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/4021539_image3_1.jpg,Type3,126.951223253535,37.3892103451392,6,20260318101005,,,올리비아로렌 뉴코아아울렛 평촌점,14073,41,173,SH,SH04,SH040300
경기도 고양시  호수로856번길 (7-16),,31,A05,A0502,A05020200,2805306,39,20220126165112,,,,126.7473336006,37.6714656852,6,20251107175959,2,,올리코,10383,41,287,FD,FD02,FD020300
경기도 고양시 덕양구 혜음로 301 (벽제동),,31,A03,A0302,A03020700,131609,28,20040219090000,,,,126.8929326835,37.7244010111,6,20250312164747,2,,올림픽컨트리클럽,10271,41,281,LS,LS01,LS010400
경기도 고양시 덕양구 고양대로 1955 (동산동),1층,,,,,4025030,38,20260225202538,https://tong.visitkorea.or.kr/cms/resource/73/4044673_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/4044673_image3_1.jpg,Type3,126.89477806511,37.6469771187284,,20260330091611,,,올세인츠 스타필드 고양점,10595,41,281,SH,SH04,SH040300
경기도 하남시 미사대로 750 (신장동),2층,,,,,2928384,38,20221031223830,https://tong.visitkorea.or.kr/cms/resource/73/4018873_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/4018873_image3_1.jpg,Type3,127.223940331575,37.5454041231797,6,20260327092150,,,올세인츠 스타필드 하남점,12942,41,450,SH,SH04,SH040300
경기도 여주시 명품로 360 (상거동),,,,,,2926488,38,20221031153402,https://tong.visitkorea.or.kr/cms/resource/75/4022075_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/4022075_image3_1.jpg,Type3,127.612385423931,37.2459466972835,6,20260330091611,,,올세인츠 신세계사이먼프리미엄아울렛 여주점,12646,41,670,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,2895163,38,20221031145648,https://tong.visitkorea.or.kr/cms/resource/95/4022495_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/4022495_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260327092150,,,올세인츠 신세계사이먼프리미엄아울렛 파주점,10862,41,480,SH,SH04,SH040300
경기도 안양시 동안구 동안로 119 (호계동),6층,,,,,3307319,38,20240202151716,https://tong.visitkorea.or.kr/cms/resource/06/4021706_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/06/4021706_image3_1.jpg,Type3,126.951223253535,37.3892103451392,6,20260327092150,,,올젠 뉴코아아울렛 평촌점,14073,41,173,SH,SH04,SH040300
경기도 수원시 영통구 도청로 10 (이의동),2층,,,,,4011384,38,20260204152250,https://tong.visitkorea.or.kr/cms/resource/67/4023967_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/4023967_image3_1.jpg,Type3,127.055448351197,37.2866696524735,,20260330091611,,,올젠 롯데몰 광교점,16508,41,117,SH,SH04,SH040300
경기도 광명시 일직로 17 (일직동),,,,,,2928832,38,20221031130143,https://tong.visitkorea.or.kr/cms/resource/68/4017868_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/68/4017868_image3_1.jpg,Type3,126.882779952497,37.4243110028905,6,20260316103559,,,올젠 롯데몰 광명점,14352,41,210,SH,SH04,SH040300
경기도 안산시 단원구 고잔1길 12 (고잔동),본관 4층,,,,,2924802,38,20221030200652,https://tong.visitkorea.or.kr/cms/resource/46/4018046_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/4018046_image3_1.jpg,Type3,126.834500352801,37.3180026223813,6,20260327092150,,,올젠 롯데백화점 안산점,15360,41,273,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),B1층,,,,,4026252,38,20260227183353,https://tong.visitkorea.or.kr/cms/resource/19/4043319_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/19/4043319_image3_1.JPG,Type3,127.121283960956,37.2255419641124,,20260327092150,,,올젠 롯데프리미엄아울렛 기흥점,17087,41,463,SH,SH04,SH040300
경기도 이천시 호법면 프리미엄아울렛로 177-74,,,,,,2924427,38,20221031171220,https://tong.visitkorea.or.kr/cms/resource/71/4021871_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/4021871_image3_1.jpg,Type3,127.400026089807,37.2422268786208,6,20260326092041,,,올젠 롯데프리미엄아울렛 이천점,17384,41,500,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),,,,,,2912392,38,20221031150631,https://tong.visitkorea.or.kr/cms/resource/56/4023656_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/56/4023656_image3_1.jpg,Type3,126.693761637413,37.7178192715729,6,20260327092150,,,올젠 롯데프리미엄아울렛 파주점,10881,41,480,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,2층,,,,,4011208,38,20260204133618,https://tong.visitkorea.or.kr/cms/resource/92/4023292_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/92/4023292_image3_1.jpg,Type3,126.785233626536,37.5972368549658,,20260330091611,,,올젠 현대프리미엄아울렛 김포점,10135,41,570,SH,SH04,SH040300
경기도 고양시 덕양구 수역이길 3 (성사동),,,,,,2781755,39,20211126211713,,,,126.848055109999,37.6650461922008,6,20260122163000,,,올터두부고을,10293,41,281,FD,FD01,FD010100
경기도 파주시 소라지로 106-2,,31,A05,A0502,A05020900,2839665,39,20220819111737,http://tong.visitkorea.or.kr/cms/resource/61/2839661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2839661_image3_1.jpg,Type3,126.7005999353,37.7363350733,6,20250417175116,27,,옳은휴식하루,10863,41,480,FD,FD05,FD050100
경기도 포천시 일동면 수입로 12,,31,A05,A0502,A05020100,2856002,39,20220920114419,http://tong.visitkorea.or.kr/cms/resource/92/2855992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2855992_image3_1.jpg,Type3,127.3279747232,37.9699414058,6,20250807114145,29,,옹기골만찬쌈밥,11118,41,650,FD,FD01,FD010100
경기도 구리시 경춘로242번길 31-13 (수택동),,31,A05,A0502,A05020100,2852889,39,20220914100357,http://tong.visitkorea.or.kr/cms/resource/77/2852877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2852877_image3_1.jpg,Type3,127.1440494018,37.6010393296,6,20250429174607,6,,옹기종기동태탕,11929,41,310,FD,FD01,FD010100
경기도 안양시 동안구 관양로 75 (관양동),,31,A05,A0502,A05020100,2860109,39,20220926171034,http://tong.visitkorea.or.kr/cms/resource/95/2860095_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2860095_image3_1.jpg,Type3,126.9557693903,37.4021701468,6,20250619104051,17,,옹기해장국,13944,41,173,FD,FD01,FD010100
경기도 가평군 설악면 유명산길 108,,31,B02,B0201,B02010700,2570712,32,20181129012917,http://tong.visitkorea.or.kr/cms/resource/67/2568867_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2568867_image2_1.JPG,Type3,127.4887016189,37.5930465358,,20241127121535,1,,옹달샘펜션,12473,41,820,AC,AC03,AC030100
경기도 김포시 옹주물로 86,,31,A05,A0502,A05020100,2850216,39,20220906153338,http://tong.visitkorea.or.kr/cms/resource/94/2850194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2850194_image3_1.jpg,Type3,126.6837460554,37.6328218320,6,20250114130439,8,,옹주물추어탕,10091,41,570,FD,FD01,FD010100
경기도 안산시 단원구 아랫말길 27 (대부남동),,31,A05,A0502,A05020100,2761501,39,20211025191536,http://tong.visitkorea.or.kr/cms/resource/88/2761488_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2761488_image2_1.jpg,Type3,126.5538942206,37.2238392836,6,20250616113127,15,,와각칼국수,15647,41,273,FD,FD01,FD010100
경기도 광주시 신현로 21 (신현동),,31,A05,A0502,A05020100,2747320,39,20210918005244,http://tong.visitkorea.or.kr/cms/resource/63/2750663_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/63/2750663_image2_1.png,Type3,127.1493474180,37.3605117798,6,20250429113920,5,,와궁,12771,41,610,FD,FD01,FD010100
경기도 고양시 일산동구 중앙로 1205,(장항동),31,A02,A0203,A02030400,2782688,12,20211129200218,http://tong.visitkorea.or.kr/cms/resource/83/2782983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2782983_image2_1.jpg,Type3,126.7757509354,37.6541848701,6,20250110162729,2,,와글아이,10414,41,285,EX,EX07,EX070200
경기도 안산시 단원구 와동공원로 109 (와동),,31,A02,A0206,A02060300,2513112,14,20171027182426,http://tong.visitkorea.or.kr/cms/resource/08/3020008_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3020008_image3_1.jpg,Type3,126.8212277732,37.3412609294,6,20250611134507,15,,와동 생태곤충 체험관,15252,41,273,VE,VE07,VE070300
경기도 안산시 단원구 와동공원로 109 (와동),,31,A02,A0202,A02020700,2762697,12,20211026222027,http://tong.visitkorea.or.kr/cms/resource/49/2763549_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/2763549_image3_1.JPG,Type3,126.8212277732,37.3412609294,6,20250611113831,15,,와동체육공원,15252,41,273,VE,VE03,VE030500
경기도 고양시 일산동구 감내길 48-38 (성석동),,,,,,3101672,39,20240216141105,https://tong.visitkorea.or.kr/cms/resource/57/3097357_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/57/3097357_image3_1.jpg,Type1,126.78479062001462,37.71135614871427,6,20260406094239,,,와떤길,10246,41,285,FD,FD01,FD010100
경기도 이천시 설성면 진상미로665번길 95-14,,31,A02,A0203,A02030100,3064958,12,20231211103246,http://tong.visitkorea.or.kr/cms/resource/55/3064955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3064955_image3_1.jpg,Type3,127.5131793198,37.1306838256,6,20250724091412,26,,와우목장,17411,41,500,EX,EX03,EX030200
경기도 용인시 처인구 해곡로 25-15,,31,A02,A0201,A02010800,127675,12,20030702090000,http://tong.visitkorea.or.kr/cms/resource/70/3570870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3570870_image3_1.jpg,Type1,127.2784626308,37.1940861439,6,20251120172109,23,,와우정사(용인),17142,41,461,HS,HS03,HS030100
경기도 양평군 용문면 강이대길38번길 26-37,,31,A03,A0302,A03021700,2731140,28,20210805004704,http://tong.visitkorea.or.kr/cms/resource/61/2731461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2731461_image3_1.jpg,Type3,127.6261188446,37.5269150650,6,20250624162018,19,,와이글램핑,12512,41,830,AC,AC05,AC050400
경기도 안양시 동안구 동안로 119 (호계동),,,,,,3307258,38,20240202144526,https://tong.visitkorea.or.kr/cms/resource/38/4021638_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/38/4021638_image3_1.jpg,Type3,126.951223253535,37.3892103451392,6,20260318101005,,,와이드앵글 뉴코아아울렛 평촌점,14073,41,173,SH,SH04,SH040300
경기도 수원시 영통구 도청로 10 (이의동),2층,,,,,4025408,38,20260227003048,https://tong.visitkorea.or.kr/cms/resource/00/4042900_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/00/4042900_image3_1.JPG,Type3,127.055448351197,37.2866696524735,,20260327092150,,,와이드앵글 롯데몰 광교점,16508,41,117,SH,SH04,SH040300
경기도 파주시 회동길 430 (문발동),3층,,,,,2915658,38,20221031150706,https://tong.visitkorea.or.kr/cms/resource/18/4023718_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/4023718_image3_1.jpg,Type3,126.694438904479,37.7195217887592,6,20260327092150,,,와이드앵글 롯데프리미엄아울렛 파주점,10881,41,480,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,4011934,38,20260205014506,https://tong.visitkorea.or.kr/cms/resource/45/4043545_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/45/4043545_image3_1.JPG,Type3,126.695385303664,37.769351232912,,20260327092150,,,와이드앵글 신세계사이먼프리미엄아울렛 파주점,10862,41,480,SH,SH04,SH040300
경기도 수원시 영통구 센트럴파크로127번길 144,지하1층,31,A05,A0502,A05020900,2893540,39,20221102101038,http://tong.visitkorea.or.kr/cms/resource/34/2893434_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2893434_image3_1.jpg,Type3,127.0552967156,37.2939622470,6,20250115135843,13,,와이엠엠디[YMMD:You made my day],16506,41,117,FD,FD05,FD050100
경기도 수원시 영통구 광교중앙로 140 (하동),1-2층 브릿지파노라마,,,,,2976568,15,20230418162127,https://tong.visitkorea.or.kr/cms/resource/63/4054263_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/63/4054263_image3_1.png,Type3,127.059446949629,37.2858286646645,6,20260330171415,,02-6015-8254,와인뮤직페스티발,16514,41,117,EV,EV01,EV010600
경기도 성남시 분당구 쇳골로 7 (금곡동),,31,A05,A0502,A05020200,2892511,39,20221101142009,http://tong.visitkorea.or.kr/cms/resource/84/2892484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2892484_image3_1.jpg,Type3,127.1006740013,37.3625662229,6,20250521102919,12,,와인플레이,13551,41,135,FD,FD02,FD020300
경기도 평택시 평택3로 89 (비전동),,31,A05,A0502,A05020900,2862767,39,20221004103040,http://tong.visitkorea.or.kr/cms/resource/60/2862760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2862760_image3_1.jpg,Type3,127.0948986165,36.9971500467,6,20250801151747,28,,와일드그라스,17889,41,220,FD,FD05,FD050100
경기도 이천시 호법면 프리미엄아울렛로 177-74,,,,,,2909686,38,20221031170300,https://tong.visitkorea.or.kr/cms/resource/55/4021855_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4021855_image3_1.jpg,Type3,127.400026089807,37.2422268786208,6,20260327092150,,,와코루 롯데프리미엄아울렛 이천점,17384,41,500,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2924750,38,20221031144611,https://tong.visitkorea.or.kr/cms/resource/83/4022483_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4022483_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260326092041,,,와코루 신세계사이먼프리미엄아울렛 파주점,10862,41,480,SH,SH04,SH040300
경기도 수원시 권선구 세화로 134 (서둔동),,,,,,2927008,38,20221031222617,https://tong.visitkorea.or.kr/cms/resource/08/4019208_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/08/4019208_image3_1.jpg,Type3,126.997385539043,37.264162726921,6,20260327092150,,,와코루 타임빌라스 수원점,16621,41,113,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),B1층,,,,,4026253,38,20260227183450,https://tong.visitkorea.or.kr/cms/resource/60/4044860_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4044860_image3_1.jpg,Type3,127.121283960956,37.2255419641124,,20260327092150,,,와키윌리 롯데프리미엄아울렛 기흥점,17087,41,463,SH,SH04,SH040300
경기도 남양주시 조안면 북한강로 856-37,,31,A02,A0206,A02060100,130876,14,20061116090000,http://tong.visitkorea.or.kr/cms/resource/20/3537220_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3537220_image3_1.jpg,Type3,127.3381514541,37.5915967289,6,20250915164252,9,,왈츠와 닥터만 커피박물관,12278,41,360,VE,VE07,VE070100
경기도 화성시 정남면 세자로 330-3,,31,A05,A0502,A05020100,2747194,39,20210917234631,http://tong.visitkorea.or.kr/cms/resource/41/2747241_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2747241_image2_1.jpg,Type3,126.9816283634,37.1957195288,6,20250826113344,31,,왕골 남서문 장작 불곰탕,18516,41,590,FD,FD01,FD010100
경기도 시흥시 방화고개길 70 (조남동),,31,A03,A0303,A03030500,2751367,28,20210929234847,http://tong.visitkorea.or.kr/cms/resource/15/2763315_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/2763315_image2_1.JPG,Type3,126.8576043233,37.3662614531,6,20250609094716,14,,왕골낚시터,14990,41,390,LS,LS02,LS020500
경기도 성남시 분당구 장미로100번길 20 (야탑동),,31,A05,A0502,A05020100,2857771,39,20220921162243,http://tong.visitkorea.or.kr/cms/resource/51/2857751_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2857751_image3_1.JPG,Type3,127.1316114570,37.4121943594,6,20250520175738,12,,왕노가,13505,41,135,FD,FD01,FD010100
경기도 포천시 소흘읍 죽엽산로 51-5,,31,A05,A0502,A05020100,2856015,39,20220920114852,http://tong.visitkorea.or.kr/cms/resource/11/2856011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2856011_image3_1.jpg,Type3,127.1540392560,37.8257911392,6,20250807114443,29,,왕뎅이선생,11181,41,650,FD,FD01,FD010100
경기도 남양주시 가운로 135-7 (다산동),,31,A05,A0502,A05020100,2864081,39,20221006094140,http://tong.visitkorea.or.kr/cms/resource/77/2864077_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/77/2864077_image3_1.jpeg,Type3,127.1652253831,37.5964458017,6,20250626153252,9,,왕릉순두부보쌈,12265,41,360,FD,FD01,FD010100
경기도 고양시 덕양구 서오릉로 334-91 (용두동),,31,A05,A0502,A05020100,2872681,39,20221021150324,http://tong.visitkorea.or.kr/cms/resource/45/2872645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2872645_image3_1.jpg,Type3,126.8979405900,37.6254181782,6,20250421171438,2,,왕릉일가,10548,41,281,FD,FD01,FD010100
경기도 동두천시 탑동동,,31,A01,A0101,A01010900,2765236,12,20211101190006,http://tong.visitkorea.or.kr/cms/resource/13/3563513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3563513_image3_1.jpg,Type1,127.1155157560,37.8956545186,6,20251126174243,10,,왕방계곡,11360,41,250,NA,NA01,NA010400
경기도 포천시 신북면 심곡리,,31,A01,A0101,A01010400,125460,12,20030725090000,,,,127.1558148169,37.8967551233,6,20251210154536,29,,왕방산,11136,41,650,NA,NA01,NA010100
경기도 동두천시 탑동가산로 3 (탑동동),,31,A05,A0502,A05020900,2835990,39,20220811155458,http://tong.visitkorea.or.kr/cms/resource/78/2835978_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/2835978_image3_1.JPG,Type3,127.1344086455,37.8896944457,6,20250515174030,10,,왕방지기,11322,41,250,FD,FD05,FD050100
경기도 하남시 검단산로 228 (창우동),,31,A05,A0502,A05020400,2864852,39,20221007110842,http://tong.visitkorea.or.kr/cms/resource/49/2864849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2864849_image3_1.jpg,Type3,127.2283186229,37.5349263109,6,20250821091647,30,,왕비성,13023,41,450,FD,FD02,FD020100
경기도 포천시 왕방산길 67 (신읍동),,31,A02,A0201,A02010800,337561,12,20071219014337,,,,127.1722243450,37.8996106446,6,20251204171224,29,,왕산사(포천),11141,41,650,HS,HS03,HS030100
경기도 의왕시 왕송못동로 295 (월암동),,31,A03,A0302,A03021700,2546506,28,20180510023109,http://tong.visitkorea.or.kr/cms/resource/45/3549045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3549045_image3_1.jpg,Type3,126.9527973552,37.3058812582,6,20251023143000,24,,왕송호수캠핑장,16107,41,430,AC,AC05,AC050100
경기도 구리시 인창동,,,,,,2767686,12,20211103222236,https://tong.visitkorea.or.kr/cms/resource/49/3520149_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/49/3520149_image3_1.jpg,Type1,127.148014,37.635534,6,20260313091342,,,왕숙천시민공원,11907,41,310,VE,VE03,VE030100
경기도 부천시 원미구 장말로209번길 6 (중동),,31,A05,A0502,A05020100,2848371,39,20220902132559,http://tong.visitkorea.or.kr/cms/resource/69/2848369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2848369_image3_1.jpg,Type3,126.7654952845,37.4930173225,6,20250516134017,11,,왕언니육칼밥,14608,41,192,FD,FD01,FD010100
경기도 수원시 팔달구 남창동,,,,,,3489886,12,20250509103258,https://tong.visitkorea.or.kr/cms/resource/79/3489879_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/79/3489879_image3_1.jpg,Type3,127.0126,37.284,6,20260311100340,,,왕의 골목여행,16260,41,115,VE,VE04,VE040100
경기도 가평군 가평읍 태봉안길 163-9,,,,,,1215972,39,20110225021136,,,,127.475377041182,37.8091014417792,6,20260224104914,,,왕장어촌,12424,41,820,FD,FD01,FD010100
경기도 시흥시 동서로857번길 28-3 (물왕동),,31,A05,A0502,A05020100,2636908,39,20191118233150,http://tong.visitkorea.or.kr/cms/resource/18/2637318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2637318_image2_1.jpg,Type3,126.8391888226,37.3845395613,6,20250529155239,14,,왕홍두깨연칼국수,14983,41,390,FD,FD01,FD010100
경기도 부천시 원미구 길주로77번길 19-45 (상동),,31,A05,A0502,A05020300,2742243,39,20210909223539,http://tong.visitkorea.or.kr/cms/resource/80/2742380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2742380_image2_1.jpg,Type3,126.7494157839,37.5077347711,6,20250516103758,11,,외길수산,14543,41,192,FD,FD02,FD020200
경기도 의정부시 고산로 177 (고산동),,31,A05,A0502,A05020100,2830439,39,20220729143259,http://tong.visitkorea.or.kr/cms/resource/27/2830427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2830427_image3_1.jpg,Type3,127.1087682277,37.7349620053,6,20250722132515,25,,외양간한우,11801,41,150,FD,FD01,FD010100
경기도 김포시 대곶면 덕포진로103번길 95-7,,31,A02,A0206,A02060100,2654545,14,20200428011355,http://tong.visitkorea.or.kr/cms/resource/64/3527764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3527764_image3_1.jpg,Type1,126.5389893694,37.6500283794,6,20250904155147,8,,외할머니의 부엌,10041,41,570,VE,VE07,VE070100
경기도 고양시 덕양구 고양대로 1955 (동산동),3층,,,,,2930537,38,20221101075227,https://tong.visitkorea.or.kr/cms/resource/80/4022680_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4022680_image3_1.jpg,Type3,126.89477806511,37.6469771187284,6,20260319023256,,,요기보 스타필드 고양점,10595,41,281,SH,SH04,SH040300
경기도 용인시 처인구 이동읍 경기동로785번길 168-12,,31,A03,A0303,A03030500,2782118,28,20211126230852,http://tong.visitkorea.or.kr/cms/resource/36/2782336_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2782336_image3_1.jpg,Type3,127.2197973172,37.1370666785,6,20250721102853,23,,요덕골낚시터,17137,41,461,LS,LS02,LS020500
경기도 하남시 동남로424번길 100 (감일동),,31,A05,A0502,A05020900,2773707,39,20211112181038,http://tong.visitkorea.or.kr/cms/resource/53/2773753_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/53/2773753_image2_1.jpeg,Type3,127.1468572813,37.5105637769,6,20250821133012,30,,요정출몰지역,12992,41,450,FD,FD05,FD050100
경기도 연천군 전곡읍 양원로 108-37,,31,A03,A0302,A03021700,2761884,28,20211026004842,http://tong.visitkorea.or.kr/cms/resource/92/2762192_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/92/2762192_image3_1.JPG,Type3,127.0210634094,37.9874865319,6,20250120144056,21,,욜로캠프,11040,41,800,AC,AC05,AC050100
경기도 양평군 용문면 신점리,,,,,,125495,12,20031209090000,,,,127.5863,37.5522,6,20260209173043,,,용계계곡,12510,41,830,NA,NA01,NA010400
경기도 파주시 탄현면 새오리로 59-52,,,,,,2625956,39,20191016233733,,,,126.683929989543,37.7903503946349,6,20260304100426,,,용궁 칼국수,10858,41,480,FD,FD01,FD010100
경기도 오산시 외삼미로152번길 57-29 (외삼미동),,31,A05,A0502,A05020100,2846722,39,20220831114357,http://tong.visitkorea.or.kr/cms/resource/07/2846707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2846707_image3_1.jpg,Type3,127.0661290309,37.1959015690,6,20250702140326,22,,용궁갈비,18111,41,370,FD,FD01,FD010100
경기도 평택시 도일유통길 13-55,,31,A05,A0502,A05020400,2674198,39,20200925202250,http://tong.visitkorea.or.kr/cms/resource/09/2672909_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2672909_image3_1.jpg,Type3,127.0992220481,37.0396507734,6,20250730142532,28,,용궁손짜장,17725,41,220,FD,FD02,FD020100
경기도 용인시 처인구 원삼면 원양로 382-2,,31,A03,A0303,A03030500,2749602,28,20210927192015,http://tong.visitkorea.or.kr/cms/resource/07/3058207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3058207_image3_1.jpg,Type3,127.3064184974,37.1918369078,6,20250703143447,23,,용담낚시터,17167,41,461,LS,LS02,LS020500
경기도 용인시 처인구 원삼면 사암리,,31,A01,A0101,A01011800,2653122,12,20200420223644,http://tong.visitkorea.or.kr/cms/resource/33/3559933_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3559933_image3_1.jpg,Type1,127.3074157277,37.1883512177,6,20251103155757,23,,용담저수지,17167,41,461,NA,NA02,NA020300
경기도 용인시 처인구 원삼면 사암리,,31,A03,A0302,A03022700,2499840,28,20170714003908,http://tong.visitkorea.or.kr/cms/resource/59/3058059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3058059_image3_1.jpg,Type3,127.3071158145,37.1862514549,6,20250704095937,23,,용담태교둘레길,17167,41,461,LS,LS01,LS011900
경기도 용인시 처인구 이동읍 이원로 471-41,,31,A02,A0201,A02010800,346628,12,20071220221117,http://tong.visitkorea.or.kr/cms/resource/19/3559919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3559919_image3_1.jpg,Type1,127.2434248051,37.1702271598,6,20251103152226,23,,용덕사,17132,41,461,HS,HS03,HS030100
경기도 용인시 처인구 이동읍 묵리,920,31,A01,A0101,A01011800,2751828,12,20210930182105,http://tong.visitkorea.or.kr/cms/resource/22/3559922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3559922_image3_1.jpg,Type1,127.2251177180,37.1848501404,6,20251103154414,23,,용덕저수지,17132,41,461,NA,NA02,NA020300
경기도 시흥시 밭뒤길 32 (매화동),,,,,,2747802,12,20210923230201,https://tong.visitkorea.or.kr/cms/resource/61/3578561_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/61/3578561_image3_1.jpg,Type3,126.82541454272256,37.41930553278004,6,20260309101944,,,용도수목원,14931,41,390,NA,NA04,NA040700
